Grafo,Fuente,Sumidero,Mediatime,Medianatime,Stdtime,Flujomaximo,DistGrado,CoefAgrup,CentCercania,CentCarga,ExcentCarga,PageR
grafo2,4,17,0.051550436,0.04686296,0.022149366,35,3,0,0.441860465,0.03407245,3,0.039364027
grafo2,4,18,0.05181284,0.046866059,0.01399413,35,3,0,0.441860465,0.03407245,3,0.039364027
grafo2,4,19,0.045303011,0.039069891,0.017743241,35,3,0,0.441860465,0.03407245,3,0.039364027
grafo2,5,0,0.042176533,0.031244159,0.018554456,38,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,1,0.053109455,0.046864986,0.017383915,49,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,2,0.040618706,0.031244397,0.018753452,37,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,3,0.048426247,0.046864748,0.020308714,49,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,4,0.049846005,0.046862483,0.022679267,35,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,6,0.042177844,0.031248569,0.022148304,32,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,7,0.05163517,0.046862125,0.019057507,49,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,8,0.051545978,0.046860218,0.022139598,48,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,9,0.038833094,0.031244636,0.020163595,22,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,10,0.059361267,0.046867609,0.021868531,48,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,11,0.04686017,0.046843171,0.017101255,32,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,12,0.04842968,0.039067745,0.023629889,35,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,13,0.045573783,0.032600999,0.021324606,38,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,14,0.058023262,0.046890259,0.018429772,45,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,15,0.050630212,0.04686296,0.020508349,49,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,16,0.065999651,0.056298852,0.026799969,41,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,17,0.076548123,0.062516809,0.021471598,45,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,18,0.070295978,0.062489271,0.021233785,42,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,5,19,0.053112507,0.046867609,0.021182388,38,4,0.166666667,0.431818182,0.076388889,4,0.050835946
grafo2,6,0,0.04237659,0.031244755,0.022057132,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,1,0.040617704,0.031245112,0.01874984,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,2,0.045300364,0.031265616,0.021469627,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,3,0.035928822,0.031235814,0.018545661,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,4,0.034366322,0.031243563,0.015305729,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,5,0.042499709,0.031264186,0.01838396,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,7,0.03280549,0.031235456,0.020314017,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,8,0.040252566,0.031241894,0.023730761,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,9,0.034366965,0.03123939,0.019507406,22,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,10,0.04998889,0.046863079,0.022958843,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,11,0.037494755,0.031244755,0.021179029,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,12,0.045298338,0.031256199,0.021468317,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,13,0.045078826,0.039057136,0.01671303,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,14,0.048429561,0.039070606,0.023640359,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,15,0.04530189,0.031248927,0.021478375,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,16,0.048923159,0.046847463,0.019940123,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,17,0.053112221,0.046863914,0.021186634,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,18,0.04998498,0.046862602,0.022942572,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,6,19,0.040813565,0.031244516,0.019129101,32,3,0,0.404255319,0.018356075,4,0.039774705
grafo2,7,0,0.045301533,0.031262636,0.021464716,38,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,1,0.055063295,0.046869755,0.019948179,50,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,2,0.04373982,0.031258941,0.018210957,37,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,3,0.057798696,0.04688251,0.018545747,68,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,4,0.035929155,0.031240106,0.018550066,35,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,5,0.053277421,0.046869516,0.021144249,49,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,6,0.037487507,0.031240225,0.021186885,32,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,8,0.049988365,0.046861768,0.022956611,48,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,9,0.034368443,0.031248093,0.019514542,22,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,10,0.063335252,0.062467694,0.018783389,48,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,11,0.034366798,0.031242013,0.019509621,32,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,12,0.045298648,0.03124392,0.021470678,35,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,13,0.047376299,0.039066792,0.021756053,38,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,14,0.054674745,0.046865344,0.020064604,45,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,15,0.07684238,0.063983798,0.021296371,65,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,16,0.051550436,0.046850681,0.022151815,41,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,17,0.05955565,0.047851324,0.018081932,45,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,18,0.056236386,0.046866059,0.018737619,42,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,7,19,0.04998827,0.046867609,0.015313083,38,6,0.133333333,0.558823529,0.191845354,3,0.070925369
grafo2,8,0,0.046233606,0.04246366,0.017787175,38,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,1,0.04998827,0.046856761,0.022958474,48,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,2,0.044113231,0.031244755,0.022488449,37,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,3,0.046866298,0.039055705,0.020957593,48,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,4,0.045299387,0.031246066,0.022576338,35,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,5,0.04998827,0.046860099,0.022959551,48,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,6,0.040923214,0.031247735,0.023491235,32,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,7,0.048612356,0.046863794,0.020160185,48,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,9,0.035929132,0.031241417,0.022146431,22,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,10,0.053112674,0.04686439,0.021184454,48,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,11,0.035929561,0.031242967,0.018549923,32,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,12,0.041292191,0.031244278,0.019483909,35,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,13,0.046863174,0.046858549,0.017112131,38,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,14,0.057798815,0.046869397,0.018547251,45,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,15,0.05311234,0.046863198,0.021184793,48,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,16,0.054306412,0.046886325,0.020485071,41,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,17,0.065287995,0.062473178,0.022357247,45,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,18,0.051752663,0.046865702,0.018331579,42,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,8,19,0.049799991,0.045899868,0.022978295,38,5,0.2,0.513513514,0.093851527,3,0.059981911
grafo2,9,0,0.035932732,0.031242013,0.018548143,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,1,0.035929036,0.03124392,0.01854719,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,2,0.035929894,0.031242847,0.018561173,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,3,0.032804251,0.023431063,0.023640073,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,4,0.034366965,0.031243443,0.015305963,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,5,0.040839195,0.031248212,0.019197639,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,6,0.035924935,0.031245232,0.018537286,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,7,0.031246424,0.031239986,0.017112813,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,8,0.034367085,0.03124249,0.019507724,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,10,0.034366274,0.031223893,0.022959433,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,11,0.03621757,0.031241417,0.022706381,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,12,0.039053392,0.031241059,0.020064194,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,13,0.037494802,0.031244874,0.017394162,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,14,0.034370112,0.031241417,0.022956441,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,15,0.037491012,0.031244159,0.021189698,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,16,0.034367323,0.031225324,0.022956921,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,17,0.037491059,0.031243324,0.021191965,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,18,0.035928679,0.031242013,0.018545749,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,9,19,0.039238501,0.031243324,0.016284717,22,2,0,0.413043478,0.019452567,4,0.028527767
grafo2,10,0,0.049988437,0.04686439,0.019512164,38,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,1,0.0609231,0.054673553,0.017744397,48,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,2,0.054674554,0.04687202,0.02006573,37,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,3,0.059130096,0.04686594,0.025118435,48,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,4,0.053418422,0.046863437,0.020885578,35,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,5,0.057494211,0.046865344,0.021447682,48,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,6,0.051550174,0.046860695,0.022149241,32,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,7,0.061760163,0.048497677,0.024226462,48,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,8,0.053448081,0.046863079,0.021856385,48,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,9,0.034366727,0.031243086,0.019511033,22,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,11,0.043739629,0.031250477,0.018217105,32,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,12,0.039053488,0.031242967,0.020066189,35,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,13,0.043738341,0.031245708,0.02186826,38,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,14,0.046864295,0.046864271,0.017108715,45,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,15,0.043026662,0.031250477,0.020276763,48,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,16,0.051550841,0.046863675,0.022147463,41,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,17,0.049992561,0.046856761,0.019503895,45,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,18,0.046867776,0.031264186,0.024197284,42,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,10,19,0.043740249,0.03124249,0.021873964,38,5,0.3,0.527777778,0.13685835,3,0.059054687
grafo2,11,0,0.047193027,0.046848893,0.01773573,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,1,0.045305467,0.031251788,0.024655439,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,2,0.045301509,0.039053321,0.017746617,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,3,0.039053202,0.031242132,0.024448377,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,4,0.040615582,0.031243443,0.018737018,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,5,0.0468642,0.031261563,0.024215283,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,6,0.037362766,0.03124094,0.021226592,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,7,0.034363174,0.031242251,0.019510987,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,8,0.036319685,0.031242013,0.01815617,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,9,0.035929132,0.031241655,0.022140297,22,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,10,0.046544003,0.046845317,0.017571769,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,12,0.042177796,0.031261683,0.018539591,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,13,0.046863294,0.046835542,0.017121485,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,14,0.04373672,0.031247616,0.018220435,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,15,0.040620112,0.031247854,0.018742255,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,16,0.05025084,0.04687345,0.019488066,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,17,0.051549029,0.046856999,0.022140535,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,18,0.044233704,0.031244159,0.024781438,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,11,19,0.042177725,0.031243563,0.022146284,32,3,0.333333333,0.413043478,0.015675763,4,0.039013478
grafo2,12,0,0.046269035,0.031285882,0.023087198,35,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,1,0.051553845,0.046883821,0.022129532,35,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,2,0.052112913,0.046863437,0.02325242,35,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,3,0.039054275,0.031244516,0.020064023,35,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,4,0.054673529,0.046865821,0.016009499,35,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,5,0.046864104,0.046864271,0.017114595,35,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,6,0.047074461,0.031243801,0.024209714,32,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,7,0.043739414,0.031275034,0.018205504,35,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,8,0.040615058,0.031242847,0.018746627,35,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,9,0.039053297,0.031244278,0.020067911,22,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,10,0.040615416,0.031246424,0.018736325,35,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,11,0.042411923,0.031247973,0.01899808,32,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,13,0.03749125,0.031240821,0.017395855,35,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,14,0.048426175,0.046865702,0.016300598,35,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,15,0.034366727,0.031243086,0.015301225,35,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,16,0.049988222,0.046861053,0.022958918,35,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,17,0.045518613,0.032348037,0.021351352,35,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,18,0.0453022,0.031264424,0.021474652,35,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,12,19,0.037492061,0.031240106,0.021198481,35,3,0.333333333,0.431818182,0.016691033,3,0.03882377
grafo2,13,0,0.040614533,0.031242847,0.018745518,38,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,1,0.049988174,0.046861172,0.022948757,38,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,2,0.043739629,0.031244159,0.02187118,37,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,3,0.04716711,0.046880007,0.017137943,38,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,4,0.045302081,0.039058924,0.017744988,35,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,5,0.045304775,0.031269789,0.021471596,38,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,6,0.04373982,0.031244516,0.018218148,32,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,7,0.040615892,0.031244397,0.018745852,38,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,8,0.046648312,0.046864748,0.018358376,38,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,9,0.037491322,0.031242251,0.021199558,22,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,10,0.046314263,0.044097781,0.017198111,38,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,11,0.046866989,0.031260848,0.024199531,32,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,12,0.037491298,0.031245351,0.021194786,35,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,14,0.044427776,0.031247139,0.024743711,38,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,15,0.034367442,0.031206489,0.022965409,38,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,16,0.05155046,0.04686451,0.022144651,38,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,17,0.054617739,0.046863437,0.020089726,38,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,18,0.04999187,0.046864867,0.0229593,38,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,13,19,0.037490964,0.031241775,0.021189612,38,4,0.166666667,0.475,0.064692982,3,0.048531847
grafo2,14,0,0.056237459,0.046864629,0.018748343,38,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,1,0.064340043,0.062484264,0.020755255,45,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,2,0.053112841,0.046864986,0.017394682,37,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,3,0.06092298,0.054685473,0.017732133,45,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,4,0.046863794,0.046858907,0.01710857,35,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,5,0.059362197,0.046887994,0.021873119,45,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,6,0.046863008,0.031247139,0.024200474,32,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,7,0.054887867,0.046864152,0.020487116,45,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,8,0.059357667,0.046864033,0.024993948,45,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,9,0.039056635,0.031241775,0.024449625,22,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,10,0.046863937,0.039053798,0.020958339,45,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,11,0.043740034,0.031243801,0.021869904,32,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,12,0.04530201,0.039070964,0.017741117,35,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,13,0.04547925,0.032148361,0.021365931,38,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,15,0.054489017,0.046872735,0.019700873,45,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,16,0.042459989,0.03127563,0.018393215,41,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,17,0.046864319,0.04684782,0.017109634,45,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,18,0.043464994,0.031242251,0.024452863,42,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,14,19,0.051550388,0.046863914,0.02215703,38,4,0.166666667,0.431818182,0.084470435,4,0.051578778
grafo2,15,0,0.043509316,0.031246305,0.022382636,38,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,1,0.05155046,0.046863317,0.022143923,50,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,2,0.045305252,0.039067984,0.017743402,37,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,3,0.073423648,0.062486172,0.022138388,65,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,4,0.053114247,0.046861649,0.021190782,35,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,5,0.051416421,0.046854138,0.022176951,49,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,6,0.044897175,0.033287406,0.02010786,32,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,7,0.075422716,0.062486529,0.022445069,65,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,8,0.051551795,0.04686439,0.018550542,48,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,9,0.037491059,0.031239867,0.021190214,22,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,10,0.043740082,0.03126955,0.018230976,48,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,11,0.039053321,0.031241536,0.024451822,32,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,12,0.034616494,0.031241298,0.019484555,35,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,13,0.035929322,0.031243205,0.018550631,38,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,14,0.054676628,0.046869397,0.020074324,45,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,16,0.048424029,0.046863556,0.020321397,41,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,17,0.049984622,0.046849132,0.022979335,45,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,18,0.049991894,0.04686594,0.019521104,42,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,15,19,0.039053059,0.031242728,0.020058671,38,6,0.2,0.513513514,0.139335608,3,0.070539626
grafo2,16,0,0.062651801,0.055511951,0.020838823,38,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,1,0.054948664,0.046865463,0.016413255,41,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,2,0.056236601,0.04686439,0.024411631,37,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,3,0.053109217,0.046862721,0.021189771,41,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,4,0.053115916,0.046864033,0.02116862,35,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,5,0.062701941,0.062472105,0.01692279,41,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,6,0.049988842,0.046863079,0.019510935,32,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,7,0.051549816,0.046862841,0.01854793,41,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,8,0.053112793,0.046863556,0.021173857,41,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,9,0.0361691,0.03124547,0.015652578,22,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,10,0.046864676,0.039056778,0.020958731,41,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,11,0.049991775,0.046856642,0.02296026,32,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,12,0.049988389,0.046861887,0.022950856,35,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,13,0.054674816,0.046863079,0.020062721,38,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,14,0.042177606,0.031273007,0.015696388,41,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,15,0.050174165,0.046860218,0.022816197,41,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,17,0.03592937,0.031242609,0.018549891,41,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,18,0.037490892,0.031242847,0.017397205,41,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,16,19,0.054671168,0.046862602,0.020065924,38,3,0.666666667,0.358490566,0.00462963,5,0.039642087
grafo2,17,0,0.067441821,0.062492728,0.02599591,38,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,1,0.073420525,0.062485576,0.023218011,45,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,2,0.063229012,0.050581574,0.021675912,37,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,3,0.057802963,0.046882987,0.018537342,45,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,4,0.049991822,0.046858311,0.019515391,35,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,5,0.056867242,0.046900868,0.018504966,45,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,6,0.054678273,0.046863914,0.020063771,32,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,7,0.056236839,0.046866179,0.019994057,45,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,8,0.06428659,0.062485218,0.020292415,45,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,9,0.037490773,0.031243801,0.017395513,22,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,10,0.048422694,0.046860814,0.020302588,45,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,11,0.056236911,0.046866417,0.015931272,32,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,12,0.048429656,0.046851873,0.016298561,35,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,13,0.056236672,0.046864986,0.018754228,38,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,14,0.047117662,0.032545924,0.024031542,45,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,15,0.051553941,0.046865463,0.022139214,45,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,16,0.037913799,0.031241775,0.02078818,41,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,18,0.033858252,0.031223416,0.022024153,42,4,0.5,0.422222222,0.027777778,4,0.050237619
grafo2,17,19,0.048425841,0.039053202,0.023633323,38,4,0.5,0.422222222,0.027777778,4,0.050237619
