group1,group2,meandiff,lower,upper,reject
0.07481296758104738,0.0829445635270878,-0.1937,-0.2909,-0.0964,True
0.07481296758104738,0.08556442020726515,0.0629,-0.0344,0.1602,False
0.07481296758104738,0.08574143719157896,0.1543,0.0571,0.2516,True
0.07481296758104738,0.08579112616963196,0.151,0.0537,0.2483,True
0.07481296758104738,0.0858594620594191,0.944,0.8467,1.0413,True
0.07481296758104738,0.08586910026858476,1.2957,1.1984,1.3929,True
0.07481296758104738,0.08590076867012908,1.1598,1.0625,1.2571,True
0.07481296758104738,0.08590292637025121,0.0378,-0.0594,0.1351,False
0.07481296758104738,0.08593151914699095,1.1022,1.0049,1.1994,True
0.07481296758104738,0.0859365677327444,0.9279,0.8307,1.0252,True
0.07481296758104738,0.08593932150679172,1.1571,1.0598,1.2543,True
0.07481296758104738,0.08599118425134981,1.2724,1.1751,1.3696,True
0.07481296758104738,0.08599898661115059,0.9623,0.865,1.0595,True
0.07481296758104738,0.08602881916333001,1.2627,1.1655,1.36,True
0.07481296758104738,0.08607425643511099,1.1101,1.0128,1.2073,True
0.07481296758104738,0.08608926003794996,0.0664,-0.0309,0.1637,False
0.07481296758104738,0.08610789340471983,0.0771,-0.0202,0.1744,False
0.07481296758104738,0.08614205457713127,0.1504,0.0531,0.2477,True
0.07481296758104738,0.0861482656993879,0.0869,-0.0104,0.1841,False
0.07481296758104738,0.08617932131067102,0.0958,-0.0015,0.193,False
0.07481296758104738,0.08622590472759571,0.1594,0.0621,0.2566,True
0.07676969092721835,0.07705455063381285,-0.001,-0.1173,0.1153,False
0.07676969092721835,0.07819398946019085,-0.0011,-0.1174,0.1151,False
0.07676969092721835,0.0783364193134881,0.0004,-0.1339,0.1346,False
0.07676969092721835,0.0786212790200826,-0.003,-0.1372,0.1313,False
0.07676969092721835,0.07904856857997436,-0.0012,-0.1354,0.133,False
0.07676969092721835,0.07990314769975787,-0.0033,-0.1375,0.131,False
0.07676969092721835,0.08047286711294688,0.0012,-0.1331,0.1354,False
0.07676969092721835,0.08153658639095532,0.046,-0.0882,0.1802,False
0.07676969092721835,0.08159963014331946,0.0479,-0.0863,0.1822,False
0.07676969092721835,0.0818728197368974,0.0489,-0.0853,0.1832,False
0.07676969092721835,0.08214600933047535,0.0486,-0.0856,0.1829,False
0.07676969092721835,0.08225108225108226,0.0442,-0.09,0.1784,False
0.07676969092721835,0.08227209683520363,0.0376,-0.0966,0.1718,False
0.07676969092721835,0.08233514058756777,0.0413,-0.0929,0.1756,False
0.07676969092721835,0.08250325726053881,0.0433,-0.091,0.1775,False
0.07676969092721835,0.08269238851763124,0.0349,-0.0994,0.1691,False
0.07676969092721835,0.0829445635270878,0.0454,-0.0888,0.1796,False
0.07676969092721835,0.08556442020726515,0.3019,0.1677,0.4362,True
0.07676969092721835,0.08574143719157896,0.3934,0.2592,0.5276,True
0.07676969092721835,0.08579112616963196,0.3901,0.2558,0.5243,True
0.07676969092721835,0.0858594620594191,1.1831,1.0488,1.3173,True
0.07676969092721835,0.08586910026858476,1.5347,1.4005,1.669,True
0.07676969092721835,0.08590076867012908,1.3989,1.2646,1.5331,True
0.07676969092721835,0.08590292637025121,0.2769,0.1427,0.4111,True
0.07676969092721835,0.08593151914699095,1.3412,1.207,1.4755,True
0.07676969092721835,0.0859365677327444,1.167,1.0328,1.3012,True
0.07676969092721835,0.08593932150679172,1.3961,1.2619,1.5304,True
0.07676969092721835,0.08599118425134981,1.5114,1.3772,1.6457,True
0.07676969092721835,0.08599898661115059,1.2013,1.0671,1.3356,True
0.07676969092721835,0.08602881916333001,1.5018,1.3676,1.636,True
0.07676969092721835,0.08607425643511099,1.3491,1.2149,1.4834,True
0.07676969092721835,0.08608926003794996,0.3055,0.1712,0.4397,True
0.07676969092721835,0.08610789340471983,0.3162,0.1819,0.4504,True
0.07676969092721835,0.08614205457713127,0.3895,0.2552,0.5237,True
0.07676969092721835,0.0861482656993879,0.3259,0.1917,0.4602,True
0.07676969092721835,0.08617932131067102,0.3348,0.2006,0.4691,True
0.07676969092721835,0.08622590472759571,0.3984,0.2642,0.5327,True
0.07705455063381285,0.07819398946019085,-0.0001,-0.0951,0.0948,False
0.07705455063381285,0.0783364193134881,0.0014,-0.1149,0.1176,False
0.07705455063381285,0.0786212790200826,-0.002,-0.1182,0.1143,False
0.07705455063381285,0.07904856857997436,-0.0002,-0.1164,0.1161,False
0.07705455063381285,0.07990314769975787,-0.0023,-0.1185,0.114,False
0.07705455063381285,0.08047286711294688,0.0022,-0.1141,0.1184,False
0.07705455063381285,0.08153658639095532,0.047,-0.0692,0.1633,False
0.07705455063381285,0.08159963014331946,0.0489,-0.0673,0.1652,False
0.07705455063381285,0.0818728197368974,0.0499,-0.0663,0.1662,False
0.07705455063381285,0.08214600933047535,0.0497,-0.0666,0.1659,False
0.07705455063381285,0.08225108225108226,0.0452,-0.071,0.1615,False
0.07705455063381285,0.08227209683520363,0.0386,-0.0777,0.1549,False
0.07705455063381285,0.08233514058756777,0.0423,-0.0739,0.1586,False
0.07705455063381285,0.08250325726053881,0.0443,-0.072,0.1605,False
0.07705455063381285,0.08269238851763124,0.0359,-0.0804,0.1521,False
0.07705455063381285,0.0829445635270878,0.0464,-0.0698,0.1627,False
0.07705455063381285,0.08556442020726515,0.303,0.1867,0.4192,True
0.07705455063381285,0.08574143719157896,0.3944,0.2782,0.5107,True
0.07705455063381285,0.08579112616963196,0.3911,0.2748,0.5073,True
0.07705455063381285,0.0858594620594191,1.1841,1.0678,1.3003,True
0.07705455063381285,0.08586910026858476,1.5357,1.4195,1.652,True
0.07705455063381285,0.08590076867012908,1.3999,1.2836,1.5161,True
0.07705455063381285,0.08590292637025121,0.2779,0.1616,0.3942,True
0.07705455063381285,0.08593151914699095,1.3422,1.226,1.4585,True
0.07705455063381285,0.0859365677327444,1.168,1.0518,1.2843,True
0.07705455063381285,0.08593932150679172,1.3971,1.2809,1.5134,True
0.07705455063381285,0.08599118425134981,1.5124,1.3962,1.6287,True
0.07705455063381285,0.08599898661115059,1.2023,1.0861,1.3186,True
0.07705455063381285,0.08602881916333001,1.5028,1.3865,1.619,True
0.07705455063381285,0.08607425643511099,1.3501,1.2339,1.4664,True
0.07705455063381285,0.08608926003794996,0.3065,0.1902,0.4227,True
0.07705455063381285,0.08610789340471983,0.3172,0.2009,0.4334,True
0.07705455063381285,0.08614205457713127,0.3905,0.2742,0.5067,True
0.07705455063381285,0.0861482656993879,0.3269,0.2107,0.4432,True
0.07705455063381285,0.08617932131067102,0.3358,0.2196,0.4521,True
0.07705455063381285,0.08622590472759571,0.3994,0.2832,0.5157,True
0.07819398946019085,0.0783364193134881,0.0015,-0.1147,0.1178,False
0.07819398946019085,0.0786212790200826,-0.0018,-0.1181,0.1144,False
0.07819398946019085,0.07904856857997436,-0.0001,-0.1163,0.1162,False
0.07819398946019085,0.07990314769975787,-0.0021,-0.1184,0.1141,False
0.07819398946019085,0.08047286711294688,0.0023,-0.114,0.1186,False
0.07819398946019085,0.08153658639095532,0.0471,-0.0691,0.1634,False
0.07819398946019085,0.08159963014331946,0.0491,-0.0672,0.1653,False
0.07819398946019085,0.0818728197368974,0.0501,-0.0662,0.1663,False
0.07819398946019085,0.08214600933047535,0.0498,-0.0665,0.166,False
0.07819398946019085,0.08225108225108226,0.0453,-0.0709,0.1616,False
0.07819398946019085,0.08227209683520363,0.0387,-0.0775,0.155,False
0.07819398946019085,0.08233514058756777,0.0425,-0.0738,0.1587,False
0.07819398946019085,0.08250325726053881,0.0444,-0.0718,0.1607,False
0.07819398946019085,0.08269238851763124,0.036,-0.0802,0.1523,False
0.07819398946019085,0.0829445635270878,0.0465,-0.0697,0.1628,False
0.07819398946019085,0.08556442020726515,0.3031,0.1868,0.4193,True
0.07819398946019085,0.08574143719157896,0.3945,0.2783,0.5108,True
0.07819398946019085,0.08579112616963196,0.3912,0.2749,0.5074,True
0.07819398946019085,0.0858594620594191,1.1842,1.0679,1.3004,True
0.07819398946019085,0.08586910026858476,1.5359,1.4196,1.6521,True
0.07819398946019085,0.08590076867012908,1.4,1.2837,1.5163,True
0.07819398946019085,0.08590292637025121,0.278,0.1618,0.3943,True
0.07819398946019085,0.08593151914699095,1.3423,1.2261,1.4586,True
0.07819398946019085,0.0859365677327444,1.1681,1.0519,1.2844,True
0.07819398946019085,0.08593932150679172,1.3973,1.281,1.5135,True
0.07819398946019085,0.08599118425134981,1.5126,1.3963,1.6288,True
0.07819398946019085,0.08599898661115059,1.2025,1.0862,1.3187,True
0.07819398946019085,0.08602881916333001,1.5029,1.3867,1.6192,True
0.07819398946019085,0.08607425643511099,1.3503,1.234,1.4665,True
0.07819398946019085,0.08608926003794996,0.3066,0.1903,0.4228,True
0.07819398946019085,0.08610789340471983,0.3173,0.2011,0.4336,True
0.07819398946019085,0.08614205457713127,0.3906,0.2744,0.5069,True
0.07819398946019085,0.0861482656993879,0.3271,0.2108,0.4433,True
0.07819398946019085,0.08617932131067102,0.336,0.2197,0.4522,True
0.07819398946019085,0.08622590472759571,0.3996,0.2833,0.5158,True
0.0783364193134881,0.0786212790200826,-0.0034,-0.1376,0.1309,False
0.0783364193134881,0.07904856857997436,-0.0016,-0.1358,0.1327,False
0.0783364193134881,0.07990314769975787,-0.0036,-0.1379,0.1306,False
0.0783364193134881,0.08047286711294688,0.0008,-0.1334,0.135,False
0.0783364193134881,0.08153658639095532,0.0456,-0.0886,0.1799,False
0.0783364193134881,0.08159963014331946,0.0475,-0.0867,0.1818,False
0.0783364193134881,0.0818728197368974,0.0486,-0.0857,0.1828,False
0.0783364193134881,0.08214600933047535,0.0483,-0.086,0.1825,False
0.0783364193134881,0.08225108225108226,0.0438,-0.0904,0.1781,False
0.0783364193134881,0.08227209683520363,0.0372,-0.097,0.1715,False
0.0783364193134881,0.08233514058756777,0.041,-0.0933,0.1752,False
0.0783364193134881,0.08250325726053881,0.0429,-0.0913,0.1771,False
0.0783364193134881,0.08269238851763124,0.0345,-0.0997,0.1687,False
0.0783364193134881,0.0829445635270878,0.045,-0.0892,0.1793,False
0.0783364193134881,0.08556442020726515,0.3016,0.1673,0.4358,True
0.0783364193134881,0.08574143719157896,0.393,0.2588,0.5273,True
0.0783364193134881,0.08579112616963196,0.3897,0.2554,0.5239,True
0.0783364193134881,0.0858594620594191,1.1827,1.0484,1.3169,True
0.0783364193134881,0.08586910026858476,1.5344,1.4001,1.6686,True
0.0783364193134881,0.08590076867012908,1.3985,1.2643,1.5327,True
0.0783364193134881,0.08590292637025121,0.2765,0.1423,0.4108,True
0.0783364193134881,0.08593151914699095,1.3408,1.2066,1.4751,True
0.0783364193134881,0.0859365677327444,1.1666,1.0324,1.3009,True
0.0783364193134881,0.08593932150679172,1.3957,1.2615,1.53,True
0.0783364193134881,0.08599118425134981,1.511,1.3768,1.6453,True
0.0783364193134881,0.08599898661115059,1.201,1.0667,1.3352,True
0.0783364193134881,0.08602881916333001,1.5014,1.3672,1.6356,True
0.0783364193134881,0.08607425643511099,1.3488,1.2145,1.483,True
0.0783364193134881,0.08608926003794996,0.3051,0.1708,0.4393,True
0.0783364193134881,0.08610789340471983,0.3158,0.1816,0.45,True
0.0783364193134881,0.08614205457713127,0.3891,0.2549,0.5233,True
0.0783364193134881,0.0861482656993879,0.3255,0.1913,0.4598,True
0.0783364193134881,0.08617932131067102,0.3345,0.2002,0.4687,True
0.0783364193134881,0.08622590472759571,0.398,0.2638,0.5323,True
0.0786212790200826,0.07904856857997436,0.0018,-0.1324,0.136,False
0.0786212790200826,0.07990314769975787,-0.0003,-0.1345,0.134,False
0.0786212790200826,0.08047286711294688,0.0041,-0.1301,0.1384,False
0.0786212790200826,0.08153658639095532,0.049,-0.0852,0.1832,False
0.0786212790200826,0.08159963014331946,0.0509,-0.0833,0.1851,False
0.0786212790200826,0.0818728197368974,0.0519,-0.0823,0.1861,False
0.0786212790200826,0.08214600933047535,0.0516,-0.0826,0.1859,False
0.0786212790200826,0.08225108225108226,0.0472,-0.087,0.1814,False
0.0786212790200826,0.08227209683520363,0.0406,-0.0937,0.1748,False
0.0786212790200826,0.08233514058756777,0.0443,-0.0899,0.1786,False
0.0786212790200826,0.08250325726053881,0.0463,-0.088,0.1805,False
0.0786212790200826,0.08269238851763124,0.0379,-0.0964,0.1721,False
0.0786212790200826,0.0829445635270878,0.0484,-0.0858,0.1826,False
0.0786212790200826,0.08556442020726515,0.3049,0.1707,0.4392,True
0.0786212790200826,0.08574143719157896,0.3964,0.2621,0.5306,True
0.0786212790200826,0.08579112616963196,0.393,0.2588,0.5273,True
0.0786212790200826,0.0858594620594191,1.186,1.0518,1.3203,True
0.0786212790200826,0.08586910026858476,1.5377,1.4035,1.672,True
0.0786212790200826,0.08590076867012908,1.4018,1.2676,1.5361,True
0.0786212790200826,0.08590292637025121,0.2799,0.1456,0.4141,True
0.0786212790200826,0.08593151914699095,1.3442,1.21,1.4784,True
0.0786212790200826,0.0859365677327444,1.17,1.0357,1.3042,True
0.0786212790200826,0.08593932150679172,1.3991,1.2649,1.5333,True
0.0786212790200826,0.08599118425134981,1.5144,1.3802,1.6486,True
0.0786212790200826,0.08599898661115059,1.2043,1.0701,1.3385,True
0.0786212790200826,0.08602881916333001,1.5048,1.3705,1.639,True
0.0786212790200826,0.08607425643511099,1.3521,1.2179,1.4864,True
0.0786212790200826,0.08608926003794996,0.3084,0.1742,0.4427,True
0.0786212790200826,0.08610789340471983,0.3192,0.1849,0.4534,True
0.0786212790200826,0.08614205457713127,0.3925,0.2582,0.5267,True
0.0786212790200826,0.0861482656993879,0.3289,0.1947,0.4631,True
0.0786212790200826,0.08617932131067102,0.3378,0.2036,0.4721,True
0.0786212790200826,0.08622590472759571,0.4014,0.2672,0.5356,True
0.07904856857997436,0.07990314769975787,-0.0021,-0.1363,0.1322,False
0.07904856857997436,0.08047286711294688,0.0024,-0.1319,0.1366,False
0.07904856857997436,0.08153658639095532,0.0472,-0.087,0.1814,False
0.07904856857997436,0.08159963014331946,0.0491,-0.0851,0.1834,False
0.07904856857997436,0.0818728197368974,0.0501,-0.0841,0.1844,False
0.07904856857997436,0.08214600933047535,0.0498,-0.0844,0.1841,False
0.07904856857997436,0.08225108225108226,0.0454,-0.0888,0.1796,False
0.07904856857997436,0.08227209683520363,0.0388,-0.0954,0.173,False
0.07904856857997436,0.08233514058756777,0.0425,-0.0917,0.1768,False
0.07904856857997436,0.08250325726053881,0.0445,-0.0898,0.1787,False
0.07904856857997436,0.08269238851763124,0.0361,-0.0982,0.1703,False
0.07904856857997436,0.0829445635270878,0.0466,-0.0876,0.1808,False
0.07904856857997436,0.08556442020726515,0.3031,0.1689,0.4374,True
0.07904856857997436,0.08574143719157896,0.3946,0.2604,0.5288,True
0.07904856857997436,0.08579112616963196,0.3913,0.257,0.5255,True
0.07904856857997436,0.0858594620594191,1.1843,1.05,1.3185,True
0.07904856857997436,0.08586910026858476,1.5359,1.4017,1.6702,True
0.07904856857997436,0.08590076867012908,1.4001,1.2658,1.5343,True
0.07904856857997436,0.08590292637025121,0.2781,0.1439,0.4123,True
0.07904856857997436,0.08593151914699095,1.3424,1.2082,1.4766,True
0.07904856857997436,0.0859365677327444,1.1682,1.034,1.3024,True
0.07904856857997436,0.08593932150679172,1.3973,1.2631,1.5316,True
0.07904856857997436,0.08599118425134981,1.5126,1.3784,1.6468,True
0.07904856857997436,0.08599898661115059,1.2025,1.0683,1.3368,True
0.07904856857997436,0.08602881916333001,1.503,1.3687,1.6372,True
0.07904856857997436,0.08607425643511099,1.3503,1.2161,1.4846,True
0.07904856857997436,0.08608926003794996,0.3066,0.1724,0.4409,True
0.07904856857997436,0.08610789340471983,0.3174,0.1831,0.4516,True
0.07904856857997436,0.08614205457713127,0.3907,0.2564,0.5249,True
0.07904856857997436,0.0861482656993879,0.3271,0.1929,0.4613,True
0.07904856857997436,0.08617932131067102,0.336,0.2018,0.4703,True
0.07904856857997436,0.08622590472759571,0.3996,0.2654,0.5339,True
0.07990314769975787,0.08047286711294688,0.0044,-0.1298,0.1387,False
0.07990314769975787,0.08153658639095532,0.0493,-0.085,0.1835,False
0.07990314769975787,0.08159963014331946,0.0512,-0.0831,0.1854,False
0.07990314769975787,0.0818728197368974,0.0522,-0.0821,0.1864,False
0.07990314769975787,0.08214600933047535,0.0519,-0.0823,0.1861,False
0.07990314769975787,0.08225108225108226,0.0475,-0.0868,0.1817,False
0.07990314769975787,0.08227209683520363,0.0409,-0.0934,0.1751,False
0.07990314769975787,0.08233514058756777,0.0446,-0.0896,0.1788,False
0.07990314769975787,0.08250325726053881,0.0465,-0.0877,0.1808,False
0.07990314769975787,0.08269238851763124,0.0381,-0.0961,0.1724,False
0.07990314769975787,0.0829445635270878,0.0487,-0.0856,0.1829,False
0.07990314769975787,0.08556442020726515,0.3052,0.171,0.4394,True
0.07990314769975787,0.08574143719157896,0.3967,0.2624,0.5309,True
0.07990314769975787,0.08579112616963196,0.3933,0.2591,0.5276,True
0.07990314769975787,0.0858594620594191,1.1863,1.0521,1.3206,True
0.07990314769975787,0.08586910026858476,1.538,1.4038,1.6722,True
0.07990314769975787,0.08590076867012908,1.4021,1.2679,1.5364,True
0.07990314769975787,0.08590292637025121,0.2801,0.1459,0.4144,True
0.07990314769975787,0.08593151914699095,1.3445,1.2102,1.4787,True
0.07990314769975787,0.0859365677327444,1.1703,1.036,1.3045,True
0.07990314769975787,0.08593932150679172,1.3994,1.2651,1.5336,True
0.07990314769975787,0.08599118425134981,1.5147,1.3804,1.6489,True
0.07990314769975787,0.08599898661115059,1.2046,1.0703,1.3388,True
0.07990314769975787,0.08602881916333001,1.505,1.3708,1.6393,True
0.07990314769975787,0.08607425643511099,1.3524,1.2182,1.4866,True
0.07990314769975787,0.08608926003794996,0.3087,0.1745,0.4429,True
0.07990314769975787,0.08610789340471983,0.3194,0.1852,0.4537,True
