"Datos del Grafo 5: Fuentes y sumideros que maximizan el flujo    
",,,,,,,,,,,
Fuente,Sumidero,Mediatime,Medianatime,Stdtime,Flujomaximo,DistGrado,CoefAgrup,CentCercania,CentCarga,ExcentCarga,PageR
4,9,0.062482333,0.062485337,0.017121198,82,10,0.244444444,0.678571429,0.136639051,2,0.078509253
9,4,0.06404767,0.062482238,0.016300732,82,7,0.285714286,0.575757576,0.061720273,3,0.057006946
4,7,0.055112648,0.046887517,0.019929361,79,10,0.244444444,0.678571429,0.136639051,2,0.078509253
7,4,0.053109193,0.046863198,0.021199344,79,7,0.238095238,0.612903226,0.085940546,2,0.058409068
7,9,0.06092298,0.054691553,0.01775454,79,7,0.238095238,0.612903226,0.085940546,2,0.058409068
9,7,0.064119911,0.062502503,0.016303811,79,7,0.285714286,0.575757576,0.061720273,3,0.057006946
4,13,0.055687165,0.046868682,0.021095358,75,10,0.244444444,0.678571429,0.136639051,2,0.078509253
7,13,0.058271265,0.046884179,0.018325737,75,7,0.238095238,0.612903226,0.085940546,2,0.058409068
9,13,0.054670429,0.046857953,0.020073161,75,7,0.285714286,0.575757576,0.061720273,3,0.057006946
13,4,0.057802463,0.046893597,0.018551204,75,6,0.133333333,0.59375,0.055395433,2,0.050156869
13,7,0.059679961,0.046892762,0.02169327,75,6,0.133333333,0.59375,0.055395433,2,0.050156869
13,9,0.056233811,0.046863675,0.018756201,75,6,0.133333333,0.59375,0.055395433,2,0.050156869
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
13,5,0.055808496,0.046865463,0.019010589,70,6,0.133333333,0.59375,0.055395433,2,0.050156869
16,5,0.064047575,0.05467689,0.023645855,70,7,0.285714286,0.612903226,0.051557714,2,0.056947305
0,6,0.057799077,0.046865463,0.018552727,69,7,0.333333333,0.612903226,0.04310835,2,0.056271199
4,6,0.04842627,0.046848893,0.0203161,69,10,0.244444444,0.678571429,0.136639051,2,0.078509253
5,6,0.059358072,0.046881437,0.018227258,69,6,0.266666667,0.575757576,0.028179244,3,0.049293767
6,0,0.056501436,0.046864271,0.019290782,69,7,0.333333333,0.612903226,0.059547016,2,0.056890791
6,4,0.046860504,0.046830773,0.017119485,69,7,0.333333333,0.612903226,0.059547016,2,0.056890791
6,5,0.057799578,0.046863675,0.022154937,69,7,0.333333333,0.612903226,0.059547016,2,0.056890791
6,7,0.052001882,0.04686451,0.018486958,69,7,0.333333333,0.612903226,0.059547016,2,0.056890791
6,9,0.059360909,0.046895027,0.018217834,69,7,0.333333333,0.612903226,0.059547016,2,0.056890791
6,11,0.055956244,0.046864867,0.018923325,69,7,0.333333333,0.612903226,0.059547016,2,0.056890791
6,13,0.054671144,0.046863914,0.020061548,69,7,0.333333333,0.612903226,0.059547016,2,0.056890791
6,16,0.054866815,0.046863794,0.021602673,69,7,0.333333333,0.612903226,0.059547016,2,0.056890791
7,6,0.053109741,0.04686439,0.021172241,69,7,0.238095238,0.612903226,0.085940546,2,0.058409068
9,6,0.060709381,0.046897292,0.021150535,69,7,0.285714286,0.575757576,0.061720273,3,0.057006946
11,6,0.059361124,0.046882868,0.021855177,69,6,0.2,0.575757576,0.041727003,3,0.050289793
13,6,0.05858798,0.046863437,0.020092327,69,6,0.133333333,0.59375,0.055395433,2,0.050156869
16,6,0.056236625,0.046866417,0.018747455,69,7,0.285714286,0.612903226,0.051557714,2,0.056947305
0,3,0.054197836,0.04687798,0.021116543,65,7,0.333333333,0.612903226,0.04310835,2,0.056271199
3,0,0.053109169,0.046862006,0.017385024,65,7,0.285714286,0.59375,0.049873526,3,0.05632884
3,4,0.049988317,0.046863556,0.015321366,65,7,0.285714286,0.59375,0.049873526,3,0.05632884
3,5,0.048426008,0.04686451,0.01630471,65,7,0.285714286,0.59375,0.049873526,3,0.05632884
3,6,0.059361005,0.046898365,0.018205477,65,7,0.285714286,0.59375,0.049873526,3,0.05632884
3,7,0.062481976,0.062467694,0.017119796,65,7,0.285714286,0.59375,0.049873526,3,0.05632884
3,9,0.053360844,0.046863317,0.017775809,65,7,0.285714286,0.59375,0.049873526,3,0.05632884
3,11,0.062485337,0.046895862,0.024189783,65,7,0.285714286,0.59375,0.049873526,3,0.05632884
3,13,0.050446248,0.046858907,0.022946084,65,7,0.285714286,0.59375,0.049873526,3,0.05632884
3,16,0.06273694,0.062514186,0.017124332,65,7,0.285714286,0.59375,0.049873526,3,0.05632884
4,3,0.049984646,0.046844602,0.022950604,65,10,0.244444444,0.678571429,0.136639051,2,0.078509253
5,3,0.049988222,0.04686451,0.019510222,65,6,0.266666667,0.575757576,0.028179244,3,0.049293767
6,3,0.060922861,0.046882629,0.021473034,65,7,0.333333333,0.612903226,0.059547016,2,0.056890791
7,3,0.065788126,0.062484145,0.019865531,65,7,0.238095238,0.612903226,0.085940546,2,0.058409068
9,3,0.051550174,0.046880364,0.02798818,65,7,0.285714286,0.575757576,0.061720273,3,0.057006946
11,3,0.064296842,0.06248641,0.016059778,65,6,0.2,0.575757576,0.041727003,3,0.050289793
13,3,0.051546741,0.046856403,0.018554478,65,6,0.133333333,0.59375,0.055395433,2,0.050156869
16,3,0.06587069,0.062465906,0.022759238,65,7,0.285714286,0.612903226,0.051557714,2,0.056947305
0,19,0.056237006,0.046895742,0.017400908,63,7,0.333333333,0.612903226,0.04310835,2,0.056271199
3,19,0.064043736,0.062450886,0.020305671,63,7,0.285714286,0.59375,0.049873526,3,0.05632884
4,19,0.043742728,0.031257272,0.018222629,63,10,0.244444444,0.678571429,0.136639051,2,0.078509253
5,19,0.056239104,0.04686451,0.018758738,63,6,0.266666667,0.575757576,0.028179244,3,0.049293767
6,19,0.05155108,0.046864152,0.014079519,63,7,0.333333333,0.612903226,0.059547016,2,0.056890791
7,19,0.05332222,0.04688096,0.021130836,63,7,0.238095238,0.612903226,0.085940546,2,0.058409068
9,19,0.060926414,0.054692626,0.017727197,63,7,0.285714286,0.575757576,0.061720273,3,0.057006946
11,19,0.056353521,0.046880841,0.0189726,63,6,0.2,0.575757576,0.041727003,3,0.050289793
13,19,0.059358144,0.046896935,0.021865115,63,6,0.133333333,0.59375,0.055395433,2,0.050156869
16,19,0.057796168,0.046867609,0.022141917,63,7,0.285714286,0.612903226,0.051557714,2,0.056947305
19,0,0.059007359,0.050085425,0.019772071,63,6,0.333333333,0.558823529,0.044000627,3,0.050956063
19,3,0.067086649,0.065737247,0.018520304,63,6,0.333333333,0.558823529,0.044000627,3,0.050956063
19,4,0.046370411,0.037781119,0.022022475,63,6,0.333333333,0.558823529,0.044000627,3,0.050956063
19,5,0.062267065,0.062467813,0.017538839,63,6,0.333333333,0.558823529,0.044000627,3,0.050956063
19,6,0.054936075,0.047405958,0.015417338,63,6,0.333333333,0.558823529,0.044000627,3,0.050956063
19,7,0.057056499,0.050154567,0.018593061,63,6,0.333333333,0.558823529,0.044000627,3,0.050956063
19,9,0.061740494,0.053446889,0.019789184,63,6,0.333333333,0.558823529,0.044000627,3,0.050956063
19,11,0.056236553,0.04686451,0.018754944,63,6,0.333333333,0.558823529,0.044000627,3,0.050956063
19,13,0.059361124,0.046865106,0.024991982,63,6,0.333333333,0.558823529,0.044000627,3,0.050956063
19,16,0.054467869,0.046863317,0.017737913,63,6,0.333333333,0.558823529,0.044000627,3,0.050956063
0,2,0.051550293,0.046859503,0.022155054,62,7,0.333333333,0.612903226,0.04310835,2,0.056271199
