,Media_A1bc,Media_A2mc,Media_A3gc,Media_A4mf,Media_A5mst,Desvi_A1bc,Desvi_A2mc,Desvi_A3gc,Desvi_A4mf,Desvi_A5mst
0,0.30102519999999994,0.0010413333333333331,0.00303842,0.11928063333333334,0.009275166666666666,0.008332930474528955,0.0038963125587605976,0.0060151122641449225,0.01498473751406929,0.0005844391090799983
1,0.5458034000000002,0.0015623,0.0046981900000000005,0.20348806666666666,0.5813426666666668,0.02042040595841979,0.004686900021336064,0.006995584319214037,0.01765039786885522,3.0411750987834982
2,0.6687484666666668,0.0036414333333333335,0.00593599,0.2678835333333333,0.025598133333333332,0.01173558606329011,0.005300789813372678,0.007582235642379276,0.014899420334884029,0.008732162808580447
3,0.7406423666666666,0.008476299999999999,0.007372566666666669,0.3052866333333333,0.030286733333333336,0.00814839869538113,0.0005022109218246854,0.006625041326579697,0.016172694969161933,0.008953932852601078
4,0.7718795,0.071014,0.0093012,0.3419511000000001,0.03390923333333333,0.01050462459030942,0.2947901694159198,0.008196556134540083,0.017836364462057094,0.010061271340088631
